,id,label,d2v
8617,9270,2,"[ 0.8329394  -0.8230349  -0.04339622  1.0783569   0.3950766  -0.6159331
 -0.5867536   2.1705716   0.06259102 -1.4045025 ]"
8618,9271,3,"[ 0.8678731   0.06603948  0.9234208   0.24688572 -0.31996948  1.4544427
  0.01963461  0.9897326  -0.49114797 -0.40752387]"
8619,9272,1,"[ 0.7770233   0.23075423 -0.2642408   0.83551884 -0.766759   -0.20384209
  0.64626133  2.1995208   0.2671658  -0.6289908 ]"
8620,9273,4,"[ 0.705554    0.30202568  0.89509296  1.0913941  -0.357883    0.0495887
 -0.02253847  1.1672801  -0.774333   -0.52230805]"
8621,9274,2,"[ 1.4578596  -0.8208259   0.8661586   0.97584784 -0.65517527 -1.124674
  0.22991197  1.0647647  -1.1300602  -0.7242581 ]"
8622,9275,2,"[ 0.77417046  0.11828589  1.0053997   0.7269304   0.05557204 -1.5021017
  0.08073416  1.2797363  -0.1227588  -0.44869956]"
8623,9276,3,"[ 0.7973346  -0.0439879   0.47774976  0.75967216 -0.40435266 -1.0271275
  0.26994774  0.66199017 -1.2431785  -1.9291682 ]"
8624,9277,4,"[ 0.831893    0.41910696  1.0833932   0.93505186 -0.01290558  0.0172961
 -0.18803756  0.7709848  -0.59650004 -0.7480565 ]"
8625,9278,4,"[ 0.15117706  0.7108032   1.1327635   0.24977794  0.34690776 -1.0514085
  1.1838171   1.0515839  -0.3897226  -0.4749193 ]"
8626,9279,4,"[ 0.76985514  0.56073606  1.6316067   1.2984306   0.3224959   0.4427251
  0.22760461  0.9427885  -0.06875026 -0.45490688]"
8627,9280,3,"[ 0.37054902 -0.47563142  1.0310696   0.4848215  -0.12808216 -1.3396195
  0.65894866  0.6262906  -1.4646583  -0.79551995]"
8628,9281,2,"[0.62730217 0.2444327  1.5287699  0.60105556 0.32786474 0.60873204
 0.5503014  0.7043141  0.33560717 0.06806978]"
8629,9282,1,"[ 0.51048195 -0.20047876  1.1886063   1.0907109  -0.4575179   0.6784934
  0.06078603  1.356469   -0.4373684  -0.350847  ]"
8630,9283,3,"[ 0.36604592 -0.08928748  1.4064735   0.9146755  -0.5001185   0.854191
 -0.12377776  0.78489816 -1.4585761  -0.02249193]"
8631,9284,2,"[ 0.88731074 -1.2531558   0.7012674   0.04499558  0.650294    0.00308813
  0.8223225   0.73941225  0.39401805 -1.4334611 ]"
8632,9285,1,"[-0.40856567 -0.96781284  0.69175583  0.58873504 -1.0031242   0.31799102
  1.0180792   1.1687213  -0.9014169  -1.1696992 ]"
8633,9286,1,"[ 0.18674171  0.8520303  -0.37774444  0.4697122  -0.5404315   1.3181225
  0.7907368   0.58497286 -2.2246091   0.36831546]"
8634,9287,3,"[ 0.55968326  0.5000807   0.7818836  -0.26258016 -0.12854692  0.14634743
  0.12409035  1.3498224  -0.12965567 -1.5225606 ]"
8635,9288,1,"[ 1.8286891  -0.424392    1.4851687  -0.9971485  -1.8484864  -0.9356579
  1.3761848   1.0467327  -0.5065644  -0.09312631]"
8636,9289,3,"[-0.11814898 -0.8000987   1.0612336  -0.21519789 -1.7873093   1.0433774
  1.1566613   1.4446503  -0.97077113 -0.57777405]"
8637,9290,2,"[ 0.57335734  0.4195508   1.6069174   0.28584844 -0.3636098   0.60953814
 -0.39068985  0.8725672  -1.4153671   0.37991685]"
8638,9291,3,"[-0.1200543  -0.28571284  1.1584723   0.9964421   0.31349418  0.35990474
  0.7309113   0.48180628 -0.17517187 -1.0301458 ]"
8639,9292,3,"[-1.5145983   0.12174979  0.7194539   0.09745476 -0.91995853  1.0203226
  0.49859256  1.840849   -0.760119   -0.9882005 ]"
8640,9293,2,"[ 0.95090216  0.5323399   1.2347485   1.455528   -0.6117291   0.1256792
  0.0649608   1.039342   -0.40481105 -0.39935392]"
8641,9294,2,"[ 1.0866588   0.03088277  0.75672334  0.24178778 -0.07836449 -0.54174906
 -0.929764    1.0370388  -1.0645953   0.01255674]"
8642,9295,2,"[ 2.1797109  -0.9994278   1.6568425  -0.9273526  -0.06826305 -0.57668537
  2.3488834   0.5413043  -0.3637659   0.593212  ]"
8643,9296,3,"[-0.52709675  0.14879993  1.7866324  -0.2334313  -1.560593    0.13033003
  1.5664713   0.6250785  -0.7740562  -0.9960682 ]"
8644,9297,1,"[ 0.5059393  -0.1518496  -0.32685664  0.9067125  -0.65907115  0.5116573
  0.85144037  0.7765327  -0.5304543  -1.4512466 ]"
8645,9298,1,"[ 0.13189419 -0.59611136  1.8071263   0.4228518   0.36669147  0.56842184
  1.7462398   0.54293203 -0.7004837  -0.95999384]"
8646,9299,2,"[ 1.0173932   0.49056342  0.23050039  0.27279082 -0.15564488 -0.8166667
 -0.2824532   0.9720359  -1.0845625   0.01192985]"
8647,9300,1,"[ 1.9475496  -0.42158648  0.8686302   1.7272446  -0.78267956 -1.9006796
  1.0308706  -0.8215695  -0.7965443  -1.0337582 ]"
8648,9301,4,"[ 0.5299124   0.0921121   0.5074096   0.47803146  0.6328753   0.06324194
  0.32923082  1.5783771  -0.23466657 -0.7411885 ]"
8649,9302,2,"[ 2.4979937   1.0160731   0.6644617   0.8100642   1.8548164  -0.96501327
  0.5298497  -0.42984143 -0.44199872 -0.5834166 ]"
8650,9303,2,"[-0.56600577  0.45447648  1.1944643   0.69734514  0.6101838   1.6620266
  1.1130568   1.1357263  -0.9127246   0.03357142]"
8651,9305,2,"[ 1.9247385  -0.01697637  0.6902928   0.8537392   0.40657312  0.02725058
  0.8659173   0.50368214 -0.15589616 -0.41055727]"
8652,9306,3,"[ 0.49537483  0.4547692   1.2745938   1.4348214  -0.6500541  -0.2465082
  0.40067512  0.01890622 -1.2502526  -0.60526663]"
8653,9307,3,"[-0.30663288 -0.21261956  1.6358209  -0.25360695 -0.9649439   1.4158188
  1.0900419   1.2091135  -1.5762032  -0.10303643]"
8654,9309,3,"[ 0.09870026 -1.0404593  -0.39322883  0.62842554 -1.0460528   0.07674382
  0.5864648   0.15619613 -0.73106176 -2.911951  ]"
8655,9310,2,"[ 0.5717831   0.34339023  0.778362   -0.5940397  -0.6540185  -0.43131477
  0.89107907  1.584084    0.24593322 -0.68457776]"
8656,9311,4,"[ 1.4788322   0.06898539  1.3007823   0.3999368   0.8211392   0.3772246
  0.22802489  0.58223796 -0.80109096  0.4744579 ]"
8657,9312,2,"[ 0.37405905  0.09228389  0.7532813   1.1252334   0.38379082  0.39709082
  0.85198665  1.0965793   0.00684075 -0.93889934]"
8658,9313,4,"[ 0.7381186  -0.9458511   1.5338467   1.1682719   0.42472526  0.505517
  0.37626472  0.51564103 -0.16110468 -0.6651849 ]"
8659,9314,3,"[ 1.4741942   1.4231845   0.71199095 -0.3193715   1.2448549   0.17695133
  0.22498684 -0.07236561 -0.39608467 -2.1584804 ]"
8660,9315,2,"[ 0.805473   -0.33668935  0.23664542  0.8810562   1.1094215   0.34952542
 -0.06168291  1.5034643  -0.06957243 -0.6543492 ]"
8661,9316,1,"[-1.1154177   0.3273252   0.85517544  0.7269589   1.2383312   0.5795145
  0.43330297  1.1220156  -0.85526437  0.8797704 ]"
8662,9317,1,"[ 0.56815964 -0.01615446  1.5045872   0.47892684  0.40641588 -0.579122
  1.2359918   0.52290803  0.17072462  0.1299373 ]"
8663,9318,2,"[ 0.5093331   0.11835727 -0.52004206  1.2781411   0.9381612  -0.7113921
  0.19877474  1.2019027  -0.62274474 -0.4798518 ]"
8664,9319,2,"[ 0.4575409  -0.09719612  0.9883604  -0.0240276  -0.08090805 -0.25568408
  0.46147594  1.8642305   0.11992691 -0.16255303]"
8665,9320,1,"[ 0.26564604  0.09239539  1.3820469   1.1217865  -0.43398508  0.8282457
  0.45304382  1.2368709  -0.57033294 -0.52558273]"
8666,9321,4,"[-0.31566665 -1.1215818   0.7255573   1.4614458   0.35666022  0.25517413
  0.5711003   0.5453403  -1.0877105  -0.7568464 ]"
8667,9322,3,"[ 0.59587747 -0.22107735 -0.05041834  1.0269696   0.74101794  0.63633436
  0.7967248   0.87431055 -0.957195   -0.7912497 ]"
8668,9323,3,"[-0.812048   -1.3464957   2.0724337  -0.14352714 -0.20813887 -0.3543965
  1.8488702   1.0603744  -0.48024127 -0.30439317]"
8669,9324,3,"[ 0.426517   -0.26358262  0.5805928   1.1152922  -0.20885547 -1.3739961
 -0.2928329   1.3640715  -0.6247139  -1.1546632 ]"
8670,9325,2,"[ 0.8898372   0.5952445   0.4165368   0.7358243  -0.34211957  0.03667182
 -0.8590059   1.3182075  -0.4632086  -0.9438471 ]"
8671,9326,3,"[ 0.744391    0.338086    0.36007074 -2.7765183  -1.0319098  -1.6374086
  2.6120868   4.409925   -1.267617   -0.08261916]"
8672,9327,3,"[ 0.09066992 -0.90203285  0.69010895  0.5641203  -0.3447948  -0.6561701
  1.3134667   1.5545614  -0.30454287  0.84734356]"
8673,9328,3,"[-0.15573637 -0.8126042   1.4529918  -1.0979288   0.00299279  0.87811667
  0.2596083   1.6273028  -0.5394269  -0.07453514]"
8674,9329,1,"[-0.6095662  -0.45341218  0.84255123 -0.26467344 -0.5869496   0.4130957
  0.71007895  1.7839941  -0.8170933  -1.4589558 ]"
8675,9330,4,"[ 0.8897734   0.39027792  0.76907295  1.2128817  -0.3033871   0.63224405
 -0.10099591  0.87019664 -0.5249973  -1.115661  ]"
8676,9331,2,"[ 1.2094064   0.4039038   0.5427735   0.4574169  -0.0450474  -0.75066817
 -0.42511114  1.2462726  -0.96933025 -0.2538765 ]"
8677,9332,3,"[ 0.42021513 -0.7117038   1.0974641   0.33016872 -0.19050223  1.0491651
  0.32673353  0.44804397 -1.2359746  -1.2769591 ]"
8678,9333,2,"[ 1.0076429   0.5561822   1.2735493   0.10578971  0.03303536 -1.1248851
 -0.40712863  1.008445   -0.5412419   0.13261601]"
8679,9334,4,"[ 0.46921098 -0.16307868  0.31190214  1.664433    1.1618034  -0.37384322
 -0.6121531   0.00800683  0.02817522 -0.7756144 ]"
8680,9335,2,"[ 0.7148176   0.7036994   0.23000708  0.43627298  0.46242443 -0.6082045
  0.4573275   1.0624107  -0.11727452 -0.19624928]"
8681,9336,2,"[-0.05949127  1.6134886   0.35271773  0.28515652 -0.1411785   1.8666035
  0.8835574   0.3647923  -1.2547146  -1.3212247 ]"
8682,9337,1,"[ 0.645874    0.0079054   0.78383625 -0.9047974   0.15012428 -0.2935987
  0.90835583  1.4598414   0.20903587 -1.1750175 ]"
8683,9338,2,"[ 0.84307075  0.76418954  1.3089654   1.152922   -0.32088205 -0.14053392
 -0.08806891 -0.07495714 -0.36791483 -0.17567188]"
8684,9339,2,"[ 1.4095873  -0.85136014  0.87818134  0.54667413  0.6222717   0.30968946
  0.23040679  1.4652988  -0.30812794  0.5053153 ]"
8685,9340,1,"[ 0.06079849 -0.02506339  1.0449935   0.29051894 -0.8287803   0.5695637
  0.48489368  1.3279505  -1.4489532  -0.2755791 ]"
8686,9341,3,"[-0.11184271  1.355807    0.4052969   0.5264995   1.550004   -0.151006
  1.0493779  -0.34065187 -1.6179866   1.1803275 ]"
8687,9342,2,"[ 1.318611   -0.16083616 -0.13703573  0.73027736  1.1082766   0.4376228
  0.4556633   1.8678274  -0.34690478 -0.72549963]"
8688,9343,2,"[ 0.8158887  -0.20291859  0.6938394   0.93079174  0.22825475 -0.1323773
  0.8753823   1.4524572  -0.02610463 -0.8323266 ]"
8689,9344,3,"[ 0.1277115   1.1245872   0.8571734   0.31323442 -0.42378616  0.48092875
  0.72418606  0.32338667 -1.1962582  -1.262381  ]"
8690,9345,3,"[ 0.79161566  0.877836    0.75664765  1.1453463   1.3143533  -0.67389995
  0.86842746  0.09417254 -0.21683753 -0.5202222 ]"
8691,9347,2,"[ 1.6295637  -1.306063    0.89166075  0.6889526   0.8898839  -0.03021119
  1.2514983   0.2527322   0.2889922  -1.1661093 ]"
8692,9348,2,"[ 0.40674832  0.13702561  0.8142937   1.1705549  -0.293143    0.44897363
 -0.42460597  0.8622856  -0.379688   -1.0408671 ]"
8693,9349,2,"[-0.35966423  0.15694374  0.6863669  -0.1986452   0.37184772  0.16190776
  0.44070384  1.5685823  -0.0894343  -0.56795734]"
8694,9350,4,"[ 0.44922897 -0.43618622  0.76285994  1.2543036   0.8479927   0.21987206
  1.0825714   1.0941204  -0.30645433 -0.5579184 ]"
8695,9351,4,"[ 0.77849     0.5268941   0.42996535 -0.01481403  0.06593533  1.2766169
  1.0678872   1.1753677  -1.0922732   0.31174335]"
8696,9352,2,"[ 0.30328852 -0.11426754  0.94089025  1.41731    -1.1545264  -0.3147534
  0.67137796  1.498808    0.4002088  -1.1086122 ]"
8697,9354,4,"[ 0.87609786  0.4799888   0.95201087  0.84145725 -0.3383907  -0.11855441
  0.39391866  0.8041536  -0.22951041 -0.58056456]"
8698,9355,2,"[ 2.112249   -0.6627095   0.82170266  0.53246397  0.24260306  1.234694
 -1.8441864   0.03537149 -0.72521585 -0.81721723]"
8699,9356,2,"[ 1.3980304  -0.11137199  0.36005887  0.6690688   0.1425816  -1.5601225
  0.20797536  1.4188684  -0.86243385 -0.43342388]"
8700,9357,4,"[ 0.38580367  1.0192962   0.6904351   0.33870724  0.4704674   2.2765887
  0.7353075   1.2969141  -0.7691919   0.053532  ]"
8701,9358,2,"[ 0.5987692   0.7460227   0.72959393  1.2494725  -0.58369905  0.94342536
 -0.27124175  0.31078684 -1.1680404  -0.28062904]"
8702,9359,2,"[ 1.2003453  -0.05150247 -0.20898302  1.2387974   0.19590321  0.5575093
 -1.1646482   1.9519503   0.1329831  -1.639094  ]"
8703,9360,2,"[ 0.31814575 -0.6044419   0.73547155  0.49263903  0.45249143  0.58020556
 -0.04919617  0.40798664 -0.31000495 -0.9199468 ]"
8704,9361,4,"[-0.40020823 -1.3192765   0.19294372  1.0656542  -0.06115373 -0.49102518
  0.8253292   0.9330362  -0.8304421  -1.0437248 ]"
8705,9362,3,"[-0.32377955  0.00960359  1.0443895  -0.33040312 -0.8863913  -0.70970887
  1.661702    0.98717266 -0.27522764 -0.6925789 ]"
8706,9363,4,"[ 0.9898219   0.33777538  1.3063326   1.5300632  -0.2177109   0.6521718
  0.41880718  1.2774636  -0.3579051  -0.0061094 ]"
8707,9364,3,"[-0.4294064   0.0089444   0.09331995  0.5938117  -0.49070445  0.15372612
  0.617001    1.1146991  -0.84236115 -0.46804616]"
8708,9365,3,"[-0.0687381  -0.4225211   1.0849352   1.3812371  -0.55849504  0.7112419
  1.2187551   0.89286697 -0.38281402 -0.82890725]"
8709,9366,2,"[ 0.27569476 -0.99477196  0.51972675  1.2006958   0.7046043   0.7411487
  0.9582221   1.1242903  -0.22197688 -1.5625712 ]"
8710,9367,2,"[ 0.88603866  0.305016    0.57537514  0.80054516 -0.43767452 -0.96662974
 -0.15443963  0.9247197  -1.2167146  -0.18204518]"
8711,9368,4,"[ 1.4058212   0.2841662   1.5380744   1.3878697   0.7866178   0.13176617
  0.39837992  0.26123315  0.06939916 -0.3493068 ]"
8712,9369,1,"[-0.06611831 -0.2516442   0.88892233 -0.37754086  0.8072169  -0.9918879
  0.7390406   1.3355604  -0.33715624 -0.09927205]"
8713,9370,4,"[ 2.0256977   0.4246605   1.2745616   0.12411639  0.8356032   0.46565175
  0.3362774  -0.14731257 -0.47395018 -0.30022106]"
8714,9371,2,"[ 1.0859029   0.2668044   0.6506795   0.08706783 -0.2637189  -0.98692125
 -0.4112596   1.3136365  -0.9913786  -0.23280667]"
8715,9372,3,"[ 0.4191092  -0.7645305   0.9050595   0.07261723 -0.57317835 -0.7992681
  0.0133253   1.2129581  -0.73337907 -0.23271346]"
8716,9373,2,"[ 1.3010491   0.29761147 -1.5954161   0.83988243  0.3501497  -0.55171597
  0.6512556   1.5437042  -1.4796803   0.17164883]"
8717,9374,2,"[ 1.0280074   1.1809072   0.7894539  -0.5037362   0.5621017  -0.5401146
  0.76001173  1.3545315  -0.00773004  0.00513262]"
8718,9375,1,"[ 0.18281999  0.05613071  1.8667188   0.75281006  0.0922413   0.47559008
  1.0778825   1.1332926  -0.03984018 -0.32216007]"
8719,9376,4,"[ 0.7719894   0.41134626  0.8522858   0.626957   -0.06742217  0.351056
 -0.34158474  1.0700958  -0.9031281  -0.7454433 ]"
8720,9377,2,"[ 1.398927   -0.4536741   0.28854525  0.7757686   0.10848056 -1.0766772
 -0.4841796   2.139906    0.10713867 -0.7970229 ]"
8721,9379,2,"[ 0.99749374  0.02801077  0.98956925  0.52476084  0.08674517  0.36662978
 -0.20932852  1.1030365  -0.18859214 -0.56233734]"
8722,9380,3,"[-0.08604381  0.75528735  1.0157249   0.23636396 -0.36072633  1.1308315
  1.312033    0.6266923  -0.5335778  -0.81737405]"
8723,9381,3,"[-0.1209316   1.0736372   1.8155011   1.9977489   0.23905471 -0.16977654
  1.27045    -0.7330884  -0.14769892 -1.5842798 ]"
8724,9382,3,"[-0.05440595 -0.378326    0.8037937   0.5938967   0.13529927 -1.3101237
  0.07542135  1.3118831  -0.09253179 -1.2533119 ]"
8725,9383,3,"[-0.06008416  0.7390319   1.6437001   0.6094346  -0.18792818  0.24478793
  0.305478    0.9346669   0.23225315 -0.31316617]"
8726,9384,2,"[ 0.4908209  -0.86565536  0.8463197   1.1464812   0.18849808  0.19968793
  0.88996136  0.80101395 -0.7596299  -0.5783766 ]"
8727,9385,4,"[ 1.2009767  -0.43891752  0.7687067   0.56669897 -0.09587888  0.18584538
  0.5252693   1.4464762   0.37015805 -0.8723107 ]"
8728,9386,3,"[-0.27330512  1.3220475   0.14152905  2.3567472   0.44170755 -0.0028224
  1.6560537  -0.68344593 -1.8914851  -0.5148152 ]"
8729,9387,3,"[-0.02561524  0.04515627  1.3949046   0.8321568  -0.20631164 -0.6073251
  0.8552011   0.79917175  0.17531145 -0.89857334]"
8730,9388,4,"[ 0.6906435   1.0231019   1.3480697   1.0891485   0.439019    0.5433393
  0.10630989  1.0187279  -0.12587978 -0.06939482]"
8731,9389,2,"[ 0.6186305  -0.39527017  0.36888492  0.08769471  0.3626257  -0.21677667
  0.27408665  1.6235921   0.73387253 -1.2066092 ]"
8732,9390,2,"[ 0.6821634  -0.80842817  0.40133137  0.22364987  0.65980935  0.3952501
  0.43484876  1.8851315  -0.51521295  0.16777018]"
8733,9393,4,"[ 0.3892637   0.06262536  0.9934583   0.6951016   0.45985568  0.53478795
  0.7648362   1.2799224  -0.47992915  0.15483996]"
8734,9394,4,"[ 0.630405    0.09538329  0.38499525  1.17939     0.34721276  0.03838481
  0.9717525   1.6103867  -0.42072853 -0.6245384 ]"
8735,9395,1,"[ 0.9250671  -0.4672002   1.410104    0.05348141 -0.8655883   0.75528014
  0.4383768   0.46181795 -1.5243772  -0.196418  ]"
8736,9397,4,"[ 0.6734493   0.49625725  1.2714974   0.8508479  -0.8491607   0.5487725
  0.0422366  -0.04861633 -0.8977036  -0.5332065 ]"
8737,9398,3,"[ 0.6573473  -0.35709047  1.6638008   0.6395637  -0.59951067  0.74739873
  1.0969911   0.8119198  -1.2090172   0.31681097]"
8738,9399,2,"[ 1.1435132  -0.5178162   0.7296155   0.459375   -0.02006846 -1.4921191
 -0.0333348   1.2686347  -0.9459872  -0.26003325]"
8739,9400,4,"[ 0.6709802   0.573771    1.4723405   0.7092052  -0.7386381   0.42280617
  0.32431418  0.9150954  -1.5012192   0.22270079]"
8740,9401,2,"[ 0.5751559   0.17511939  1.436508    1.1153356  -0.43400323  0.22983235
  0.7528516   1.0541729  -0.3409767  -0.59337723]"
8741,9402,3,"[ 0.9670358   0.47627604 -0.30828047 -0.19265342 -0.03345718 -0.5315386
  0.38348255  2.0201597  -0.58692205 -0.9199775 ]"
8742,9403,4,"[ 0.12994787 -0.01245591  0.12576194  1.3264786   0.45639756  0.40284178
  0.71866524  1.0306933  -1.2558405  -0.32122973]"
8743,9404,3,"[ 0.12683521  0.4057855   0.52772695 -0.49948934 -0.7735745  -0.29204714
  0.40559572  1.8299401  -0.48042825 -0.50297296]"
8744,9405,2,"[ 0.6926132   0.28659338  0.47205076  1.2374254  -0.15577672  0.14778905
  0.49594006  1.3647869  -0.41598997 -0.92164606]"
8745,9406,2,"[ 0.83929586 -0.78291404 -0.03923912  1.0908858   0.62006235 -0.2899311
  0.45358253  1.1892275   0.16775933 -0.75191104]"
8746,9407,4,"[ 1.2586546   0.15359007 -0.6530479   2.1760397   1.2736436   0.18894726
 -0.7872771   0.00644159 -0.653321   -0.93170714]"
8747,9408,4,"[ 0.59150076  0.48473272  0.9533448   0.63553095 -0.365799    0.06598116
  0.02186937  0.95756274 -0.48300973 -0.417687  ]"
8748,9409,2,"[ 0.9096316   0.44064486  0.0545208   1.3628843  -0.06372869  0.17802264
  1.2120342   0.9272889  -0.83880365 -0.12132154]"
8749,9410,4,"[ 0.554577   -0.12751478  1.4733164   1.5135481   0.1170352   0.14265245
  0.2502591   0.17680003 -0.87731427 -0.76107615]"
8750,9411,1,"[ 1.3421627   0.21686463  0.9534748   1.8201364  -0.00478137  0.06031386
  0.14567187 -0.08804026 -0.50535077 -1.0898176 ]"
8751,9412,2,"[ 1.4093052  -0.0869472   0.527922    0.5523303   0.08142491  0.32813805
  0.20629512  0.55294204 -0.30350792 -0.94769335]"
8752,9413,4,"[-0.51617295 -0.44534948  1.2492416   0.49901545  0.09105068  1.323512
  0.8516179   0.37821767 -0.84324324 -0.03361574]"
8753,9414,1,"[ 0.24246442 -0.04855722  1.6591653   0.72103924  0.10970056 -0.17389125
  0.52012485  0.91133666  0.13562758 -0.23817988]"
8754,9415,3,"[-0.83505124 -1.0961652   0.5033779   0.50290865  0.44036517  0.2246869
 -0.21885449  2.4578977   0.18267804 -0.302966  ]"
8755,9416,2,"[ 0.06023911 -0.58123595  1.2785671   1.0318744   0.07561819  0.7531716
  0.50735134  0.82189775  0.78078383 -2.1139753 ]"
8756,9417,3,"[ 0.34170362 -0.47993276  1.184146    0.09441498 -1.0196837   0.5489145
  0.11059818  1.1604644  -0.858418   -0.6919857 ]"
8757,9418,4,"[ 0.8748813  -0.12074329  1.5493041   1.4949374   0.44329605  0.10366736
  0.35675687  0.6698154   0.08053632 -0.37129217]"
8758,9419,2,"[ 0.55341595  0.07579567 -0.05205502  1.0879681   0.869988   -0.886391
  0.12232251  1.1199584  -0.21716094 -0.6825756 ]"
8759,9420,2,"[ 0.17559932 -0.1292978   1.090215    0.9036176   0.7067766   0.17854351
  0.99637634  1.0441281  -0.18158121 -0.7120043 ]"
8760,9421,2,"[ 0.819218    0.12088691  0.9896328   1.0821117  -0.09667237 -0.03580406
  0.01820664  1.0959314  -0.7415693  -0.223925  ]"
8761,9422,2,"[ 1.4347954  -0.53134537  0.7861793   0.432154   -0.4251845   0.10676294
  0.21374677  1.8732688  -0.11665959 -0.55600995]"
8762,9424,2,"[ 1.8734581   0.10060131  0.9219407   0.5449662  -0.6331413   1.2516087
 -0.14303939  0.00309819 -0.4326754  -1.2002056 ]"
8763,9426,4,"[ 0.55686605  0.7081197   1.2860696   1.0204827  -0.02079673  1.088653
  0.432637    1.5077448  -0.2539317  -0.09016816]"
8764,9427,3,"[ 0.69167846 -0.8290829   1.1549398   0.91174257 -0.91544646 -0.25342843
  1.2403533   1.1958988  -0.64204866 -1.1027364 ]"
8765,9428,1,"[ 0.24986126 -0.26320714  1.5687277   1.0835373  -0.2626217   0.71968275
  1.5127411   0.6634166  -0.13540825 -0.65554285]"
8766,9429,2,"[ 0.8953814   0.95515895  0.7979421   1.7047403  -0.40035373 -0.6309003
 -1.390584   -0.43494105 -1.088693    0.01961692]"
8767,9430,2,"[ 1.0835937  -0.18965992  0.48965064  0.33258617  0.26238966  0.5181454
  0.10130989  0.70285195  0.28626022 -1.7574223 ]"
8768,9431,4,"[ 0.21764101 -0.973863    1.1037422   0.9732529   0.3488756   0.42058393
  0.8901281   0.90474546 -0.20183863 -1.1975535 ]"
8769,9432,2,"[ 1.6184846  -0.25083354  1.1703621   0.7117392  -0.1526484  -0.30475748
  0.06711302  0.83725214 -0.71854836 -0.10047703]"
8770,9433,1,"[-0.1927005   0.9075606   1.2369082   0.10524535 -0.136887    1.6295427
  0.69794166  0.41867623 -0.94315916 -1.22879   ]"
8771,9434,2,"[ 0.6212256  -0.04535643  1.0409098   0.07665645  0.38742527 -0.03615168
  0.7904483   1.0554028  -0.10117059 -0.1867204 ]"
8772,9435,3,"[ 0.07013485  1.8684083  -0.11574353 -0.79899114  0.07071287  1.4024386
 -0.50222963  1.3490398  -0.93426114 -1.2650684 ]"
8773,9436,4,"[-0.02421674 -0.25978723  1.2445171  -0.8146522   0.4578857  -0.10021836
  1.5732542   0.9381078  -1.034341   -0.20193087]"
8774,9437,1,"[-0.21793166 -0.4656531   2.1661782   0.35331404 -1.1854153   1.5279081
  0.7897066   1.098371   -1.1397526   0.50876385]"
8775,9438,3,"[-0.12605566 -0.69560033  1.4259585  -0.887132   -0.67641395  0.4187378
  1.2644765   1.2420459  -1.9851404   0.48581493]"
8776,9439,3,"[ 0.8612916   0.44383094  1.0774416   0.7084922   0.03574151 -1.4005108
  0.04069007  0.98471594 -0.28725448  0.0980334 ]"
8777,9440,4,"[ 1.1883973e+00  5.3106558e-01  7.6269740e-01  1.9783734e+00
  8.7673551e-01  4.5441446e-01  5.1020467e-01  3.3489162e-01
  1.3430935e-01 -1.6821984e-03]"
8778,9441,1,"[ 0.3607473  -0.6867463  -1.4257882   1.5539584   0.34535486 -0.8946655
  0.4401402   1.4410298  -1.534497   -1.248656  ]"
8779,9442,2,"[ 0.2864674  -0.07850719  1.3243983   0.35637867 -0.36576402  0.22498675
  1.2117628   0.82237643 -0.99497664  0.2690793 ]"
8780,9443,1,"[ 0.2180721  -0.860717    0.908906    0.20963036 -0.2935662   0.10654112
  0.9803913   1.5830777  -0.2764879  -0.45972264]"
8781,9444,2,"[ 0.35154215 -0.47675633  0.41800666  0.57042843  1.1233597  -0.7029174
  0.05952619  1.3089039  -0.334147   -0.61181396]"
8782,9446,3,"[-0.40758383  0.2849708   1.061997    0.8529376   0.6263959  -1.2647063
  0.25419158  0.53888667 -0.10283367 -1.5117021 ]"
8783,9447,2,"[ 0.9011803  -0.94154114  0.41659072  0.55055887 -0.360802    0.6878773
 -0.09754689  1.8362634  -0.10115635 -1.1217214 ]"
8784,9448,3,"[ 0.0945348   0.78417456  0.4886344   0.58552736  0.08166907  1.1404396
  0.6654792   1.0175903  -0.41715208 -0.51293623]"
8785,9449,2,"[ 1.0785139  -0.15918955  0.535513    0.15312369 -0.49223346 -0.31134653
  0.76380044  1.1776192  -0.12952046 -0.66046417]"
8786,9450,2,"[ 1.0301824   0.11135893  1.1415006   1.1715814  -0.41958287  0.63199365
  0.13632359  0.82266235 -1.0370121  -0.29273114]"
8787,9451,1,"[-0.2508154  -1.1596541   0.84660643  0.37564173 -0.2770854  -0.4538879
  1.2936753   1.1967876  -0.07454412 -0.13114734]"
8788,9452,3,"[-0.04869736 -0.60055363  0.12474613  2.1098673   1.2301072  -1.4964521
 -0.4616188   1.7695833   0.261565   -2.4434423 ]"
8789,9453,1,"[ 0.328026   -0.34198847  2.0579717  -0.20311393 -0.35567123  0.9454745
  0.6529906   1.3814389  -1.0422014   0.02127235]"
8790,9454,4,"[ 0.5238026   0.26137638  1.1407003   1.6662873  -0.3557153  -0.49281517
  0.10617191  1.0853494  -0.5768532  -1.0183126 ]"
8791,9455,2,"[ 0.33537954 -0.23886035  0.5394193   0.5633963   0.4136132   0.814009
  0.80368084  1.1796597  -0.3753531  -0.7837243 ]"
8792,9456,2,"[ 0.8519567   0.00386061 -0.0199298   0.4083876   0.65178573 -0.39176026
  0.3302287   1.3586147  -0.2972676  -0.07496732]"
8793,9457,3,"[ 1.1056255   0.00932717 -0.94910824  0.39251092  0.30270094 -0.6350439
  0.8416264   1.3215697  -1.6117972  -0.6698316 ]"
